model	embed_type	lemma	form_1	form_1_freq	form_2	form_2_freq	msps	semantic_label	semantic_def	chisq_eq	p_eq	p_cat	cond_type	k2_sil	k2_var_1	k2_var_2	k2_var_mean	form_sil	form_var_1	form_var_2	form_var_mean	all_var
answerdotai_ModernBERT-base	orig	tread	trod	24.0	trodden	14.0	ppt	49(5b)	"To walk or proceed along. To follow. ""treading a fine line between tradition and innovation"""	2.63157894736842	0.1048	0.0	no_cond	0.24247666921489386	118.2606764790185	128.15389614656647	123.20728631279249	0.24247666921489386	118.2606764790185	128.15389614656647	123.20728631279249	167.63684085942188
answerdotai_ModernBERT-base	orig	tread	trod	23.0	trodden	52.0	ppt	49(7a)	To beat or press with the feet. To trample.	11.2133333333333	0.0008	0.0	prob	0.24079577741255662	135.00493124945376	150.1779670007854	142.5914491251196	0.24079577741255662	150.1779670007854	135.00493124945376	142.5914491251196	182.22235204559718
answerdotai_ModernBERT-base	orig	tread	treaded	26.0	trod	29.0	pst	49(1a)	"To move or proceed on or as if on foot. ""must tread lightly"""	0.163636363636364	0.6858	0.0	no_cond	0.22623591938454973	87.12593975270819	106.395891053422	96.7609154030651	0.22623591938454973	87.12593975270819	106.395891053422	96.7609154030651	131.79722115641653
answerdotai_ModernBERT-base	orig	tread	treaded	50.0	trod	6.0	pst	49(4a)	Phrases: tread on one's toes, tread water	34.5714285714286	0.0	0.0271	prob	0.06533304719092745	67.33018329173973	81.76944307083292	74.54981318128632	0.33018677453796486	66.00823762255766	81.27661351609795	73.6424255693278	82.98289218599562
answerdotai_ModernBERT-base	orig	tread	treaded	3.0	trod	14.0	pst	49(5a)	To step or walk on or over	7.11764705882353	0.0076	0.2273	cat	0.03806716515385105	0.0	117.83681276386021	58.918406381930104	0.20987381144724765	49.59775695393258	103.35455694334519	76.47615694863889	119.69690426199841
answerdotai_ModernBERT-base	orig	tread	treaded	5.0	trod	20.0	pst	49(5b)	"To walk or proceed along. To follow. ""treading a fine line between tradition and innovation"""	9.0	0.0027	0.0502	cat	0.03369932800028126	58.41269105696259	134.44195535793781	96.4273232074502	0.15380773923031316	69.45383921209796	124.85507421860363	97.15445671535079	136.3312574858128
answerdotai_ModernBERT-base	orig	wake	woke	45.0	woken	33.0	ppt	52(2a)	"To awake. To wake up. ""They woke early."""	1.84615384615385	0.1742	0.0	no_cond	0.2522158521203387	173.32915449992527	98.73438021938138	136.03176735965332	0.2522158521203387	173.32915449992527	98.73438021938138	136.03176735965332	197.45021713764686
answerdotai_ModernBERT-base	orig	wake	woke	8.0	woken	21.0	ppt	52(3a)	Intransitive 4c.	5.82758620689655	0.0158	0.0045	prob	0.3066236959250447	113.23029580755598	134.62232787494463	123.92631184125031	0.3066236959250447	134.62232787494463	113.23029580755598	123.92631184125031	169.56545177726983
answerdotai_ModernBERT-base	orig	wake	woke	42.0	woken	33.0	ppt	52(5a)	"To rouse from or as if from sleep. To awake. To wake up. ""Something woke her in the middle of the night."""	1.08	0.2987	0.0	no_cond	0.24397385041563013	188.19519333956777	125.277575328397	156.7363843339824	0.24397385041563013	188.19519333956777	125.277575328397	156.7363843339824	219.5878156045547
answerdotai_ModernBERT-base	orig	wear	wore	27.0	worn	39.0	ppt	53(5a)	"To bear or have on the person. ""wore a coat"""	2.18181818181818	0.1396	0.0	no_cond	0.14248719411020813	119.71601846610706	131.74529676106167	125.73065761358436	0.1413071901839877	124.60828752693459	129.1555867217124	126.8819371243235	151.4028977682712
answerdotai_ModernBERT-base	orig	weave	weaved	8.0	woven	7.0	ppt	50(5a)	To form (cloth) by interlacing strands (as of yarn).	0.0666666666666667	0.7963	0.0063	no_cond	0.23181262776482825	118.87246964759812	109.57107082872812	114.22177023816312	0.23181262776482825	118.87246964759812	109.57107082872812	114.22177023816312	168.32790837619802
answerdotai_ModernBERT-base	orig	weave	weaved	7.0	woven	17.0	ppt	50(5b)	To interlace (threads) into cloth.	4.16666666666667	0.0412	0.0094	prob	0.2352998043309802	125.56595903662726	119.4760128579161	122.52098594727168	0.2352998043309802	125.56595903662726	119.4760128579161	122.52098594727168	164.6313853877232
answerdotai_ModernBERT-base	orig	weave	weaved	7.0	woven	9.0	ppt	50(8a)	To produce by elaborately combining elements. To contrive.	0.25	0.6171	0.0068	no_cond	0.22225198789670175	114.66951241454824	118.83081319147192	116.75016280301008	0.22225198789670175	114.66951241454824	118.83081319147192	116.75016280301008	169.02511484954846
answerdotai_ModernBERT-base	orig	weave	weaved	18.0	woven	20.0	ppt	50(8c)	To introduce as an appopriate element. To work in. Usually used with in or into.	0.105263157894737	0.7456	0.0	no_cond	0.25427138369113494	100.04264585154887	118.71038111762523	109.37651348458705	0.25427138369113494	100.04264585154887	118.71038111762523	109.37651348458705	156.82129459869884
answerdotai_ModernBERT-base	orig	weave	weaved	65.0	wove	16.0	pst	50(3a)	To move in a devious, winding, or zigzag course especially to avoid obstacles.	29.641975308642	0.0	0.0	prob	0.12584239550934023	79.303491070638	132.5522351811778	105.92786312590789	0.27678152008887547	105.35436730793832	104.0376072983299	104.6959873031341	136.03837374770157
answerdotai_ModernBERT-base	orig	weave	weaved	11.0	wove	12.0	pst	50(8a)	To produce by elaborately combining elements. To contrive.	0.0434782608695652	0.8348	0.0002	no_cond	0.2551738827419946	94.1168366938411	109.86307541103024	101.98995605243567	0.2551738827419946	94.1168366938411	109.86307541103024	101.98995605243567	151.1100315279314
answerdotai_ModernBERT-base	orig	weave	weaved	6.0	wove	15.0	pst	50(8b)	To unite in a coherent whole.	3.85714285714286	0.0495	0.0207	prob	0.07068061317782894	138.58106200535624	150.8490554033521	144.7150587043542	0.23406608306493118	127.47266036650406	115.96162751263215	121.7171439395681	160.1885772261328
answerdotai_ModernBERT-base	orig	weave	weaved	5.0	wove	23.0	pst	50(8c)	To introduce as an appopriate element. To work in. Usually used with in or into.	11.5714285714286	0.0007	0.0515	cat	0.27884969651905545	77.37132414687785	95.7494229406487	86.56037354376328	0.27884969651905545	77.37132414687785	95.7494229406487	86.56037354376328	122.42954032615941
answerdotai_ModernBERT-base	orig	wet	wetted	30.0	wet	14.0	pst	51(4a)	To make wet.	5.81818181818182	0.0159	0.0	prob	0.1627357155790009	117.07099915877113	118.52484358201312	117.79792137039212	0.1627357155790009	117.07099915877113	118.52484358201312	117.79792137039212	142.30193217002167
answerdotai_ModernBERT-base	orig	wet	wetted	6.0	wet	24.0	pst	51(5a)	"To urinate in or on. ""wet his pants"""	10.8	0.001	0.0237	prob	0.09134741101424369	117.11023361279027	109.2801537631315	113.19519368796088	0.13584596535298918	104.8033126917473	115.29024995067834	110.04678132121282	129.3339294078488
answerdotai_ModernBERT-base	orig	write	wrote	70.0	written	75.0	ppt	54(5b)	"To be the author of. To compose. ""writes poems and essays"" To compose in musical form. ""write a string quartet"""	0.172413793103448	0.678	0.0	no_cond	0.10640190363685191	182.41538837188577	185.57291536380035	183.99415186784307	0.10135999038184224	182.24979863489716	188.1998436473891	185.22482114114314	208.8309311014268
answerdotai_ModernBERT-base	orig	write	wrote	21.0	written	7.0	ppt	54(6a)	To make a permanent impression of.	7.0	0.0082	0.0102	prob	0.19084829059518407	166.7160859741413	135.77238994071269	151.244237957427	0.16521729892362738	162.022092915484	158.02662796313294	160.02436043930845	194.03578751703134
bert_base_uncased	delta	begin	began	16.0	begun	20.0	ppt	2(1a)	"To do the first part of an action. To go into the first part of a process. To start. ""Began by introducing herself"" ""will have to begin again"""	0.444444444444444	0.505	0.0	no_cond	0.3970117688292086	6.792988074847399	4.514577099556687	5.653782587202043	0.3970117688292086	6.792988074847399	4.514577099556687	5.653782587202043	10.495796449331383
bert_base_uncased	delta	begin	began	76.0	begun	64.0	ppt	2(4a)	"To set about the activity of. To start. ""They began the lecture at 10:00."" ""have already begun construction"""	1.02857142857143	0.3105	0.0	no_cond	0.3543035577489167	6.084819549391919	6.691270376569692	6.388044962980805	0.3543035577489167	6.084819549391919	6.691270376569692	6.388044962980805	10.687357775055156
bert_base_uncased	delta	begin	began	8.0	begun	14.0	ppt	2(5a)	"To bring into being. To found. ""credited with beginning the movement"" ""In 1819, he married the daughter of É chief and began a dynasty that would last for nearly 200 years."""	1.63636363636364	0.2008	0.0036	no_cond	0.13074977627825277	4.372486323850179	7.560089830904815	5.966288077377497	0.33492752581951585	4.09122064580192	5.215480727779081	4.653350686790501	8.048422177779369
bert_base_uncased	delta	bid	bidden	1.0	bid	41.0	ppt	3(3a)	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,000 less than his nearest competitor."""	38.0952380952381	0.0	1.0	cat	0.06567857039303797	21.278768126016043	35.50327315773952	28.39102064187778	0.32864549405723353	0.0	30.87188075956585	15.435940379782926	32.7693927639909
bert_base_uncased	delta	bid	bidden	57.0	bid	25.0	ppt	3(4a)	"To issue an order to. To tell. ""did as I was bid"""	12.4878048780488	0.0004	0.0	prob	0.41459064241785104	46.03228113552923	36.05694683739025	41.04461398645974	0.41459064241785104	46.03228113552923	36.05694683739025	41.04461398645974	79.14994122162946
bert_base_uncased	delta	bid	bidden	17.0	bid	0.0	ppt	3(4b)	"To request to come. To invite. ""were bidden to the wedding"""	17.0	0.0	1.0	cat	0.015604229382001664	39.87776333346415	24.82144862508239	32.34960597927327		36.74714978956907			36.74714978956907
bert_base_uncased	delta	bid	bidden	10.0	bid	10.0	ppt	3(5a)	"To give expression to. ""bade a tearful farewell"""	0.0	1.0	0.0004	no_cond	0.41166292826799555	23.12761840375854	22.139375853034846	22.63349712839669	0.41166292826799555	23.12761840375854	22.139375853034846	22.63349712839669	47.65445143547333
bert_base_uncased	delta	bid	bid	16.0	bade	0.0	pst	3(3a)	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,000 less than his nearest competitor."""	16.0	0.0001	1.0	cat	0.13054239644093987	56.649010678486775	46.156480850576266	51.40274576453152		60.28586111520439			60.28586111520439
bert_base_uncased	delta	bid	bid	25.0	bade	67.0	pst	3(4a)	"To issue an order to. To tell. ""did as I was bid"""	19.1739130434783	0.0	0.0	prob	0.5104388327328607	41.93448360454484	39.923837414689665	40.92916050961725	0.5104388327328607	41.93448360454484	39.923837414689665	40.92916050961725	91.85590017609822
bert_base_uncased	delta	bid	bid	33.0	bade	27.0	pst	3(5a)	"To give expression to. ""bade a tearful farewell"""	0.6	0.4386	0.0	no_cond	0.4589767323197279	38.90250500451776	36.924471471719094	37.913488238118425	0.4589767323197279	38.90250500451776	36.924471471719094	37.913488238118425	84.6274959589588
bert_base_uncased	delta	break	broke	19.0	broken	7.0	ppt	4(10b)	"To become inoperative because of damage, wear, or strain. ""The pump broke."""	5.53846153846154	0.0186	0.0098	prob	0.26933150957568897	13.716154167906552	13.717075394666523	13.716614781286538	0.26933150957568897	13.716154167906552	13.717075394666523	13.716614781286538	19.355764200622517
bert_base_uncased	delta	break	broke	9.0	broken	14.0	ppt	4(17a)	"To separate into parts with suddenness or violence. ""broke the plate"" ""Break the chocolate bar in half."""	1.08695652173913	0.2971	0.0015	no_cond	0.5977736983544364	14.894364798511328	0.0	7.447182399255664	0.1892533892238798	9.574156779645929	22.565911334313512	16.070034056979722	22.221421255072638
bert_base_uncased	delta	break	broke	5.0	broken	20.0	ppt	4(18a)	"To violate. To transgress. ""break the law"" ""break a promise"" ""breaking conventions"""	9.0	0.0027	0.0502	cat	0.09866484245811648	6.409846749051787	11.218006802557898	8.813926775804843	0.2661494644361753	5.236208907138829	7.6357456756551585	6.435977291396994	9.621767767732718
bert_base_uncased	delta	break	broke	7.0	broken	13.0	ppt	4(26a)	"To split into smaller units, parts, or processes. To divide. ""break the grammar lesson into digestible chunks."" ""break a word at the end of a line"""	1.8	0.1797	0.0083	no_cond	0.2347010654532983	23.13267406245884	15.135148704048627	19.133911383253732	0.2347010654532983	15.135148704048627	23.13267406245884	19.133911383253732	28.977978163743177
bert_base_uncased	delta	break	broke	9.0	broken	6.0	ppt	4(29a)	"To exceed. To surpass. ""break the record"""	0.6	0.4386	0.0169	no_cond	0.2811326782531631	8.570890581382026	7.929186363357437	8.25003847236973	0.2811326782531631	8.570890581382026	7.929186363357437	8.25003847236973	13.243465586049982
bert_base_uncased	delta	break	broke	9.0	broken	8.0	ppt	4(7a)	"To end a relationship, connection, or agreement; usually used with with or from. ""break with tradition"" ""broke with the leadership"""	0.0588235294117647	0.8084	0.0027	no_cond	0.287582650685827	10.094819681931375	10.870292763734124	10.482556222832748	0.287582650685827	10.094819681931375	10.870292763734124	10.482556222832748	17.059269286729066
bert_base_uncased	delta	bring	brung	34.0	brought	31.0	pst	5(3a)	"To convey, lead, carry, or cause to come along with one toward the place from which the action is being regarded. ""brought a bottle of wine to the party"""	0.138461538461538	0.7098	0.0	no_cond	0.4569048957395243	66.70974093909987	64.99379160679347	65.85176627294666	0.4569048957395243	66.70974093909987	64.99379160679347	65.85176627294666	147.7492174482965
bert_base_uncased	delta	bring	brung	55.0	brought	14.0	pst	5(3e)	"(Dialect) To escort. To accompany. ""May I bring you home?"""	24.3623188405797	0.0	0.0001	prob	0.4490015361485555	66.08498761138429	49.81009023612903	57.94753892375666	0.4490015361485555	66.08498761138429	49.81009023612903	57.94753892375666	113.04647588129062
bert_base_uncased	delta	bring	brung	8.0	brought	39.0	pst	5(4a)	"To cause to exist or occur. Such as: To be the occasion of. ""Winter brings snow."" To result in. ""The drug brought immediate relief."" ""brought tears to her eyes"" To institute. ""bring legal action"" To adduce. ""bring an argument"""	20.4468085106383	0.0	0.0056	prob	0.08495066180805515	93.92102418068721	43.59627072303396	68.75864745186058	0.40567973764538473	52.7417248354256	62.37014707729904	57.55593595636232	95.32488450994201
bert_base_uncased	delta	bring	brung	3.0	brought	16.0	pst	5(7a)	Phrases: bring forth, bring forward, bring home, bring to account, bring to bear, bring to book, bring to light, bring to mind, bring to terms	8.89473684210526	0.0029	0.2297	cat	0.40166793822809116	69.16177920445648	67.59556647211996	68.37867283828822	0.40166793822809116	67.59556647211996	69.16177920445648	68.37867283828822	108.88740044315091
bert_base_uncased	delta	burn	burnt	12.0	burned	18.0	ppt	6(10b)	"To subject to misfortune, mistreatment, or deception. Often used in passive. ""has been burned in love"""	1.2	0.2733	0.0001	no_cond	0.4904066984322028	10.811837958419487	10.814308587549679	10.813073272984582	0.4904066984322028	10.811837958419487	10.814308587549679	10.813073272984582	27.205071583671145
bert_base_uncased	delta	burn	burnt	47.0	burned	39.0	ppt	6(7a)	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the trash"""	0.744186046511628	0.3883	0.0	no_cond	0.41616567244389624	9.547623095640104	7.612269221968866	8.579946158804486	0.41616567244389624	9.547623095640104	7.612269221968866	8.579946158804486	16.137451845971405
bert_base_uncased	delta	burn	burnt	15.0	burned	6.0	ppt	6(7b)	"To use as fuel. ""This furnace burns gas"""	3.85714285714286	0.0495	0.0207	prob	0.5584771716399359	4.659501766126202	5.201680419589816	4.930591092858009	0.5584771716399359	4.659501766126202	5.201680419589816	4.930591092858009	13.891830147775678
bert_base_uncased	delta	burn	burnt	5.0	burned	11.0	ppt	6(9a)	"To injure or damage by or as if by exposure to fire, heat, or radiation. To scorch. ""burned his hand"""	2.25	0.1336	0.0434	no_cond	0.45519012288307736	10.279078223501182	6.88144663559128	8.58026242954623	0.45519012288307736	6.88144663559128	10.279078223501182	8.58026242954623	20.344724629052937
bert_base_uncased	delta	burn	burnt	6.0	burned	12.0	pst	6(3a)	"To undergo alteration or destruction by the action of fire or heat. ""The house burned down."" ""The potatoes burned to a crisp."""	2.0	0.1573	0.0191	no_cond	0.4026541803840288	6.593889040044743	5.122419753027917	5.85815439653633	0.4026541803840288	6.593889040044743	5.122419753027917	5.85815439653633	10.680858254734122
bert_base_uncased	delta	burn	burnt	39.0	burned	50.0	pst	6(7a)	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the trash"""	1.35955056179775	0.2436	0.0	no_cond	0.4023133376176514	5.8377462377478695	5.99088605722514	5.914316147486504	0.4023133376176514	5.8377462377478695	5.99088605722514	5.914316147486504	11.321776884484798
bert_base_uncased	delta	burn	burnt	20.0	burned	3.0	pst	6(9a)	"To injure or damage by or as if by exposure to fire, heat, or radiation. To scorch. ""burned his hand"""	12.5652173913043	0.0004	0.2333	cat	0.45835475414079696	7.624134210439482	7.164478361408015	7.394306285923749	0.45835475414079696	7.624134210439482	7.164478361408015	7.394306285923749	12.483470663414037
bert_base_uncased	delta	creep	creeped	3.0	crept	25.0	ppt	7(2a)	"To go very slowly. ""The hours crept by."""	17.2857142857143	0.0	0.2364	cat	0.19889533441681698	22.68306309027912	9.652743287975245	16.16790318912718	0.43345695636098763	10.70476356208377	17.217869251521666	13.961316406802718	24.264650044067736
bert_base_uncased	delta	creep	creeped	10.0	crept	63.0	ppt	7(2c)	"To enter or advance gradually so as to be almost unnoticed. ""Age creeps up on us."" ""A note of irritation crept into her voice."""	38.4794520547945	0.0	0.0014	prob	0.1841421477515325	0.0	28.430703236386858	14.215351618193429	0.4836190376888779	26.954674072774374	16.346536514169298	21.650605293471834	28.684833395497396
bert_base_uncased	delta	creep	creeped	72.0	crept	0.0	ppt	7(6a)	"To cause (someone) to have an uncomfortable feeling of nervousness or hear. To give (someone) the creeps. ""That guy really creeps me out."" ""I felt creeped out being alone in the office at night."""	72.0	0.0	1.0	cat	0.042901835424015565	39.90884249877799	35.794129643388395	37.851486071083194		40.956809371208664			40.956809371208664
bert_base_uncased	delta	creep	creeped	2.0	crept	32.0	pst	7(2a)	"To go very slowly. ""The hours crept by."""	26.4705882352941	0.0	0.4925	cat	0.239651036304829	18.57569535691905	19.404078215586562	18.989886786252804	0.31709254646623175	7.686566019270814	18.696663496206913	13.191614757738863	21.16579891292097
bert_base_uncased	delta	creep	creeped	4.0	crept	32.0	pst	7(2b)	"To go timidly or cautiously so as to escape notice. ""She crept away from the festive scene."""	21.7777777777778	0.0	0.1145	cat	0.012582144447153807	17.43751918164729	25.71804799829567	21.57778358997148	0.3549298140753023	11.87109817302337	20.3340656310486	16.102581902035986	25.781162098638593
bert_base_uncased	delta	creep	creeped	6.0	crept	36.0	pst	7(2c)	"To enter or advance gradually so as to be almost unnoticed. ""Age creeps up on us."" ""A note of irritation crept into her voice."""	21.4285714285714	0.0	0.0258	prob	0.14270947238641954	23.270448322558522	26.722733081883757	24.99659070222114	0.3808811046843082	18.60772962963869	21.23899173942958	19.923360684534135	29.940030827486208
bert_base_uncased	delta	creep	creeped	81.0	crept	0.0	pst	7(6a)	"To cause (someone) to have an uncomfortable feeling of nervousness or hear. To give (someone) the creeps. ""That guy really creeps me out."" ""I felt creeped out being alone in the office at night."""	81.0	0.0	1.0	cat	0.0753473421478364	36.5947242361233	32.327417140729736	34.46107068842652		37.80055891714545			37.80055891714545
bert_base_uncased	delta	disprove	disproven	100.0	disproved	100.0	ppt	8(1a)	"To prove to be false or wrong. To refute. ""disprove a theory"""	0.0	1.0	0.0	no_cond	0.45783773626809815	9.333823903958105	9.744293176255315	9.53905854010671	0.45783773626809815	9.333823903958105	9.744293176255315	9.53905854010671	20.532762579174772
bert_base_uncased	delta	dive	dived	28.0	dove	15.0	pst	9(1a)	To plunge into water intentionally	3.93023255813953	0.0474	0.0	prob	0.4170431198429376	26.415028864968196	22.072250438392317	24.243639651680255	0.4170431198429376	26.415028864968196	22.072250438392317	24.243639651680255	48.77381576495126
bert_base_uncased	delta	dive	dived	25.0	dove	49.0	pst	9(3a)	To plunge into some matter or activity	7.78378378378378	0.0053	0.0	prob	0.42491176284038445	22.892867405920555	24.04582513822079	23.469346272070673	0.42491176284038445	24.04582513822079	22.892867405920555	23.469346272070673	44.92879308314611
bert_base_uncased	delta	dive	dived	34.0	dove	33.0	pst	9(3b)	To plunge or dash for some place, expecially to seize something	0.0149253731343284	0.9028	0.0	no_cond	0.4179263270841668	23.299075547175832	18.73484297626925	21.01695926172254	0.4179263270841668	23.299075547175832	18.73484297626925	21.01695926172254	41.75960675150748
bert_base_uncased	delta	dream	dreamt	59.0	dreamed	53.0	ppt	11(2a)	"To indulge in daydreams or fantasies. ""dreaming of a better future"""	0.321428571428571	0.5708	0.0	no_cond	0.4803471865979474	22.029627800286242	19.894943531312972	20.962285665799605	0.4803471865979474	22.029627800286242	19.894943531312972	20.962285665799605	49.65192103470973
bert_base_uncased	delta	dream	dreamt	20.0	dreamed	28.0	ppt	11(5a)	"To consider as a possibility. To imagine. ""never dreamed I would become a teacher"""	1.33333333333333	0.2482	0.0	no_cond	0.42836109749986545	23.49552961783653	22.377930703717627	22.93673016077708	0.42836109749986545	23.49552961783653	22.377930703717627	22.93673016077708	46.53437224879502
bert_base_uncased	delta	dream	dreamt	7.0	dreamed	15.0	ppt	11(8a)	"To come up with the idea for. Often, the phrase ""dream up""."	2.90909090909091	0.0881	0.0089	no_cond	0.38917113883720217	26.489907591739932	20.83850363723194	23.664205614485937	0.38917113883720217	20.83850363723194	26.489907591739932	23.664205614485937	45.89628232998527
bert_base_uncased	delta	dream	dreamt	25.0	dreamed	44.0	pst	11(2a)	"To indulge in daydreams or fantasies. ""dreaming of a better future"""	5.23188405797101	0.0222	0.0	prob	0.4330483457035901	23.60883386497361	23.386162219231302	23.497498042102457	0.4330483457035901	23.386162219231302	23.60883386497361	23.497498042102457	47.24913008185802
bert_base_uncased	delta	dream	dreamt	56.0	dreamed	15.0	pst	11(4a)	"To have a dream of. ""dreamt that he was running in the woods"""	23.6760563380282	0.0	0.0	prob	0.45779632325146336	22.925064400724906	23.419061463735797	23.172062932230354	0.45779632325146336	22.925064400724906	23.419061463735797	23.172062932230354	42.37045112907765
bert_base_uncased	delta	dream	dreamt	6.0	dreamed	20.0	pst	11(5a)	"To consider as a possibility. To imagine. ""never dreamed I would become a teacher"""	7.53846153846154	0.006	0.0226	prob	0.48372718645127727	20.17861261565929	17.52781499545067	18.85321380555498	0.48372718645127727	17.52781499545067	20.17861261565929	18.85321380555498	40.494232422235385
bert_base_uncased	delta	dream	dreamt	7.0	dreamed	20.0	pst	11(8a)	"To come up with the idea for. Often, the phrase ""dream up""."	6.25925925925926	0.0124	0.01	prob	0.37879699871436895	24.814886284152713	22.92271590055314	23.868801092352925	0.37879699871436895	22.92271590055314	24.814886284152713	23.868801092352925	41.285591235389205
bert_base_uncased	delta	drink	drank	17.0	drunk	11.0	ppt	10(2a)	"To partake of alcoholic beverages. ""has quit drinking"""	1.28571428571429	0.2568	0.0003	no_cond	0.4371143348727801	11.589743035589876	11.990894170499708	11.790318603044792	0.4371143348727801	11.589743035589876	11.990894170499708	11.790318603044792	24.747844790348207
bert_base_uncased	delta	drink	drank	59.0	drunk	45.0	ppt	10(4a)	"To swallow. To imbibe. ""drink a glass of water"""	1.88461538461538	0.1698	0.0	no_cond	0.3946560860951598	10.744778036951718	11.954402820019368	11.349590428485543	0.3946560860951598	10.744778036951718	11.954402820019368	11.349590428485543	20.453267885924124
bert_base_uncased	delta	drink	drank	17.0	drunk	34.0	ppt	10(7a)	Phrase: drink the Kool-Aid	5.66666666666667	0.0173	0.0	prob	0.016270587736593928	0.0	18.415702041006266	9.207851020503133	0.5355160983718411	6.361876808824695	7.130682561306171	6.746279685065433	18.465016223175166
bert_base_uncased	delta	drive	drove	0.0	driven	25.0	ppt	12(11a)	"To give shape or impulse to. ""factors that drive the business cycle"" ""the ideas that have driven history"""	25.0	0.0	1.0	cat	0.20701220261613615	8.497006422302313	11.849286897153458	10.173146659727886			13.387672973835516		13.387672973835516
bert_base_uncased	delta	drive	drove	27.0	driven	4.0	ppt	12(2a)	"To operate a vehicle. ""learned to drive at the age of seventeen"""	17.0645161290323	0.0	0.1128	cat	0.05138852034828231	0.0	10.958744419580382	5.479372209790191	0.30417954179679374	8.704820148502929	10.23891672400714	9.471868436255034	11.025353800426572
bert_base_uncased	delta	drive	drove	12.0	driven	3.0	ppt	12(7b)	"To operate the mechanism and controls and direct the course of (a vehicle). ""drive a car"""	5.4	0.0201	0.2241	cat	0.4353707473540673	4.4056409675130865	6.701422048320196	5.553531507916642	0.4353707473540673	4.4056409675130865	6.701422048320196	5.553531507916642	8.760859858840671
bert_base_uncased	delta	drive	drove	0.0	driven	24.0	ppt	12(8a)	"To exert inescapable or coescive pressure on. To force. ""driven by his passions"""	24.0	0.0	1.0	cat	0.2813802352565761	18.880655959714364	29.824976779780982	24.35281636974767			24.897710457517345		24.897710457517345
bert_base_uncased	delta	eat	ate	22.0	eaten	8.0	ppt	1(1a)	To take food or a meal.	6.53333333333333	0.0106	0.0046	prob	0.37304573716464806	7.576173212255837	6.263422796014635	6.919798004135236	0.37304573716464806	7.576173212255837	6.263422796014635	6.919798004135236	12.214392927933504
bert_base_uncased	delta	eat	ate	61.0	eaten	81.0	ppt	1(3a)	To take in through the mouth as food. To ingest, chew, and swallow in turn.	2.8169014084507	0.0933	0.0	no_cond	0.28392352640324275	9.738775271892473	15.77358094145543	12.756178106673952	0.28392352640324275	9.738775271892473	15.77358094145543	12.756178106673952	18.559783759547237
bert_base_uncased	delta	fall	fell	10.0	fallen	21.0	ppt	13(12a)	Phrases: fall apart, fall behind, fall between two stools, fall flat, fall for, fall from grace, fall home, fall into line, fall on, fall on one's face, fall on one's sword, fall short	3.90322580645161	0.0482	0.0008	prob	0.3035863720962274	9.814465878723627	15.514258893456503	12.664362386090065	0.3035863720962274	15.514258893456503	9.814465878723627	12.664362386090065	17.300763347304063
bert_base_uncased	delta	fall	fell	40.0	fallen	11.0	ppt	13(1a)	"To descend freely by the force of gravity. ""The apple fell from the tree."""	16.4901960784314	0.0	0.0005	prob	0.3031765130818631	9.794860121270071	10.502434043153341	10.148647082211706	0.3031765130818631	9.794860121270071	10.502434043153341	10.148647082211706	13.553732246522177
bert_base_uncased	delta	fall	fell	4.0	fallen	30.0	ppt	13(6c)	"To decline in quality, activity, or quantity. ""Production fell off."""	19.8823529411765	0.0	0.1139	cat	0.06166323398020961	5.091134143025615	6.682120873577879	5.886627508301746	0.39709464551133994	5.438883770122063	4.964304927533405	5.201594348827734	6.888041033730407
bert_base_uncased	delta	fall	fell	30.0	fallen	5.0	ppt	13(9a)	"To pass suddenly and passively into a state or body of mind or a new state or condition. ""fall asleep"" / ""fall in love"""	17.8571428571429	0.0	0.0536	cat	0.22243372089809088	12.778478932411074	5.4031477465750655	9.09081333949307	0.22243372089809088	12.778478932411074	5.4031477465750655	9.09081333949307	14.20761296266028
bert_base_uncased	delta	fly	flied	2.0	flew	16.0	pst	14(1a)	"To move in or pass through the air with wings. ""bees flying around the hive"""	10.8888888888889	0.001	0.4857	cat	0.4983837701582521	27.191115182944642	38.20819098701387	32.69965308497926	0.4983837701582521	27.191115182944642	38.20819098701387	32.69965308497926	64.57041389899281
bert_base_uncased	delta	fly	flied	0.0	flew	52.0	pst	14(5a)	"To operate or travel in an airplane or spacecraft. ""They flew to Florida for their vacation."""	52.0	0.0	1.0	cat	0.10583460151006953	42.65185101597036	42.28565930632249	42.468755161146426			45.70850766588336		45.70850766588336
bert_base_uncased	delta	fly	flied	96.0	flew	7.0	pst	14(7a)	To hit a fly in baseball.	76.9029126213592	0.0	0.0141	prob	0.5936607752867855	26.21065576592494	22.12531136649639	24.167983566210665	0.5936607752867855	26.21065576592494	22.12531136649639	24.167983566210665	42.05877953715431
bert_base_uncased	delta	forget	forgot	41.0	forgotten	49.0	ppt	15(3a)	"To lose the remembrance of. To be unable to think of or recall. ""I forgot his name."""	0.711111111111111	0.3991	0.0	no_cond	0.34698037806520565	12.593148954282253	11.542519083496407	12.067834018889329	0.34698037806520565	12.593148954282253	11.542519083496407	12.067834018889329	19.99098767984274
